LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,TOTAL_BILL,TOTAL_PAY,PAYMENT_RATIO,AVG_BILL_AMT,AVG_PAY_AMT,LATE_PAYMENT_COUNT,CreditDefault
330000,1,1,2,65,0,0,0,0,0,0,20727,197441,184973,172124,158958,144889,194000,6710,6223,5671,5274,4657,879112,222535,0.25313611917480366,146518.66666666666,37089.166666666664,0,0
410000,2,1,1,38,2,2,2,0,0,0,180922,184241,176857,175193,165929,114527,7670,2,5561,5432,4546,5191,997669,28402,0.028468359746569253,166278.16666666666,4733.666666666667,3,1
200000,2,2,2,31,0,0,0,0,0,0,192698,196484,177001,100908,98873,95548,8135,7163,3783,3766,3500,4000,861512,30347,0.03522527834783497,143585.33333333334,5057.833333333333,0,0
170000,2,2,2,48,0,0,0,0,0,0,83074,85834,87003,88753,90624,92455,4100,3500,3200,3300,3334,4000,527743,21434,0.040614465753217,87957.16666666667,3572.3333333333335,0,0
360000,1,1,1,59,-2,-2,-2,-1,0,-1,17154,4536,4500,71028,5019,28028,5095,5048,72133,25,28168,18758,130265,129227,0.992031627835566,21710.833333333332,21537.833333333332,0,0
150000,2,3,2,47,0,0,0,0,0,0,132093,129831,126485,124547,117364,117368,5000,5000,5000,5000,5000,5000,747688,30000,0.04012368795540386,124614.66666666667,5000.0,0,0
130000,1,1,2,29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,1500,0,1500,150000.0,0.0,250.0,1,0
500000,2,2,1,52,-1,-1,-1,-1,-1,-1,7593,8660,0,30498,1174,0,8677,0,30498,1174,0,800,47925,41149,0.8586124152321335,7987.5,6858.166666666667,0,0
370000,1,2,2,36,0,0,0,0,2,0,47269,43531,59801,53925,30534,23618,2000,20000,8000,0,1000,0,258678,31000,0.11984011009826889,43113.0,5166.666666666667,1,0
80000,2,3,2,57,0,0,0,0,0,0,78312,77359,76081,76526,27571,28783,3459,3500,1959,982,2000,1482,364632,13382,0.036700015357949936,60772.0,2230.3333333333335,0,0
30000,1,2,2,42,-1,-1,-1,-1,-1,-1,2782,2975,2230,1390,4040,3080,2975,2230,1390,4040,3080,2190,16497,15905,0.9641146875189428,2749.5,2650.8333333333335,0,0
100000,1,2,2,25,0,0,0,0,0,0,86098,85014,86735,87321,82289,83850,3200,3155,3504,3001,3301,2839,511307,19000,0.03715967119558308,85217.83333333333,3166.6666666666665,0,0
300000,1,2,1,40,-2,-2,-2,-2,-2,-2,15876,4347,0,2208,2475,7580,4347,0,2208,2475,7580,0,32486,16610,0.5112971741673337,5414.333333333333,2768.3333333333335,0,0
450000,2,2,1,46,-2,-2,-2,-2,-2,-2,30535,83371,17471,10342,51786,45747,84267,17566,10401,52045,45812,169,239252,210260,0.8788223295939009,39875.333333333336,35043.333333333336,0,0
150000,2,5,2,33,0,0,0,0,0,0,232327,237150,239410,39584,32815,35626,5877,5419,1009,1120,5000,7128,816912,25553,0.031279990990461644,136152.0,4258.833333333333,0,0
150000,1,5,1,36,0,0,0,0,0,0,220889,133616,136378,139219,142172,145065,3800,3900,4000,4100,4100,5500,917339,25400,0.027688782445747972,152889.83333333334,4233.333333333333,0,0
300000,2,3,1,34,-2,-2,-2,-2,-2,-2,-75,29014,21180,-20,-20,4045,29089,21286,0,0,4065,0,54124,54440,1.0058384450521025,9020.666666666666,9073.333333333334,0,0
50000,1,1,1,25,0,0,2,0,0,0,5472,5891,6595,8400,4041,4815,1500,1000,2000,1000,1000,2000,35214,8500,0.24138126881354008,5869.0,1416.6666666666667,1,0
200000,1,1,1,34,-1,-1,-1,-1,-1,-1,780,0,390,3672,390,390,0,390,3672,390,390,390,5622,5232,0.9306296691568837,937.0,872.0,0,0
240000,2,1,2,26,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,1
200000,1,3,0,51,-1,-1,-1,-1,0,-1,3556,4993,9212,2529,1036,4430,5020,9236,2529,0,4430,6398,25756,27613,1.0720997049231247,4292.666666666667,4602.166666666667,0,0
360000,2,1,2,27,-1,-1,-1,-1,-1,0,660,660,658,1095,4948,3861,663,661,1100,4953,19,1264,11882,8660,0.7288335297088032,1980.3333333333333,1443.3333333333333,0,0
300000,2,3,2,36,-2,-2,-2,-2,-1,-1,0,3958,0,0,6536,1400,1979,0,0,6536,1400,50000,11894,59915,5.037413822095174,1982.3333333333333,9985.833333333334,0,0
280000,2,2,1,38,0,0,0,0,0,0,242864,237821,223180,237301,201226,207802,11000,11000,20000,10000,10000,15000,1350194,77000,0.05702884178125514,225032.33333333334,12833.333333333334,0,0
320000,1,1,1,46,-1,-1,-1,0,0,0,10836,19751,72623,61459,44390,29773,19799,73706,1692,1023,761,67235,238832,164216,0.6875795538286327,39805.333333333336,27369.333333333332,0,0
30000,1,1,3,27,0,0,0,0,0,0,25107,26312,28102,29078,29201,24122,2000,3000,2000,1000,1500,1000,161922,10500,0.06484603698076852,26987.0,1750.0,0,0
450000,2,1,1,33,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0
360000,2,1,2,37,-2,-2,-2,-2,-2,-2,268,257074,66458,0,0,0,260416,72200,0,0,0,0,323800,332616,1.0272266831377392,53966.666666666664,55436.0,0,0
100000,1,1,1,40,2,2,0,0,0,0,27002,26274,27045,28598,30131,32356,0,1500,2000,2000,2700,1300,171406,9500,0.05542396415528045,28567.666666666668,1583.3333333333333,2,1
500000,1,1,1,54,0,0,0,0,0,0,493251,496315,480411,489978,493062,474301,18725,18000,17534,17649,18007,20000,2927318,109915,0.03754802177283097,487886.3333333333,18319.166666666668,0,0
150000,2,1,1,40,1,-1,-1,0,-1,-1,-15,17671,14517,1870,3495,0,17686,14517,0,3495,0,21754,37538,57452,1.5305024242101337,6256.333333333333,9575.333333333334,1,0
270000,1,2,2,27,0,0,0,0,0,0,24689,29520,29722,36276,19065,17937,10058,10339,10034,54,10088,6368,157209,46941,0.29858977539453846,26201.5,7823.5,0,0
20000,1,2,2,25,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0
340000,2,2,1,29,0,0,-1,-1,-1,0,20816,11706,600,-470,50813,50271,1005,600,0,51283,1193,5000,133736,59081,0.4417733444996112,22289.333333333332,9846.833333333334,0,0
100000,1,1,1,49,0,0,0,2,2,2,63977,64854,69258,67546,71938,73605,2500,6100,0,5500,3000,0,411178,17100,0.041587828142556266,68529.66666666667,2850.0,3,1
80000,1,2,1,27,-1,0,0,0,0,0,79690,80976,57827,46390,45354,43112,3181,2050,1684,1564,1558,2000,353349,12037,0.03406547068196033,58891.5,2006.1666666666667,0,0
50000,2,2,1,31,2,4,3,2,0,0,13815,13307,12755,8400,3150,0,0,3,17,0,0,0,51427,20,0.0003889007719680324,8571.166666666666,3.3333333333333335,4,1
100000,1,3,1,49,0,0,0,0,0,0,82214,74983,71958,68808,68769,68955,2659,2656,2372,2360,2574,2759,435687,15380,0.03530057128167698,72614.5,2563.3333333333335,0,0
260000,2,1,1,39,-2,-2,-2,-2,-2,-2,5912,3768,1444,2402,2040,3172,3786,1451,2424,2050,3187,1972,18738,14870,0.7935745543814708,3123.0,2478.3333333333335,0,1
90000,2,2,1,35,0,0,0,0,0,0,84681,81491,81003,68764,67957,69313,3666,3914,2774,2620,2640,3000,453209,18614,0.04107155859658568,75534.83333333333,3102.3333333333335,0,0
170000,2,2,1,43,0,0,0,0,0,0,51054,52127,52651,53851,53095,54316,2489,2000,2048,1927,2104,2071,317094,12639,0.0398588431190751,52849.0,2106.5,0,0
230000,2,2,1,43,0,0,0,0,0,0,41435,42106,43532,44504,44267,45564,1674,3000,2011,1574,2000,2000,261408,12259,0.04689603990696536,43568.0,2043.1666666666667,0,0
60000,1,2,2,27,0,0,0,2,2,0,23439,26042,29182,29906,29292,29729,3300,3900,1500,0,1074,1200,167590,10974,0.06548123396384033,27931.666666666668,1829.0,2,0
50000,2,2,1,23,2,2,0,0,0,0,54866,51520,41711,22775,4215,3016,1000,1860,1600,452,100,114,178103,5126,0.028781098577789255,29683.833333333332,854.3333333333334,2,1
50000,2,3,1,50,0,0,0,-2,-2,-2,43140,43496,0,0,0,0,2500,0,0,0,0,0,86636,2500,0.0288563645597673,14439.333333333334,416.6666666666667,0,0
50000,1,3,1,53,2,2,2,2,2,2,45870,46944,45874,48326,47440,50426,2100,0,3500,0,3758,5,284880,9363,0.032866470092670595,47480.0,1560.5,6,1
360000,2,1,2,32,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0
150000,2,2,1,36,0,0,0,0,0,0,289463,296846,301634,314201,84135,90500,8245,7143,13700,15000,7500,0,1376779,51588,0.0374700660018783,229463.16666666666,8598.0,0,0
80000,1,1,2,33,0,0,0,0,-2,-1,59796,60722,31023,-2639,-2787,34732,5000,14016,0,2000,38000,6000,180847,65016,0.359508313657401,30141.166666666668,10836.0,0,0
70000,2,1,2,50,0,0,0,0,0,0,64315,58564,56741,25172,29186,25430,3000,10032,8000,5139,1000,1000,259408,28171,0.10859726762474557,43234.666666666664,4695.166666666667,0,1
50000,1,2,1,38,1,2,0,0,0,0,58102,59011,56272,53663,51507,50616,2500,2500,2000,2000,3200,2000,329171,14200,0.04313867260481634,54861.833333333336,2366.6666666666665,2,0
30000,2,2,2,42,0,0,0,0,0,0,27855,30787,30128,25178,21060,16893,5000,5137,2189,2007,1009,655,151901,15997,0.10531201242914794,25316.833333333332,2666.1666666666665,0,0
180000,2,2,2,35,-2,-2,-2,-2,-2,-2,-117,2573,-77,-77,1823,227,2690,0,0,1900,230,0,4352,4820,1.1075367647058822,725.3333333333334,803.3333333333334,0,0
220000,1,2,2,30,1,2,2,2,2,2,105348,106432,102996,100198,100357,95471,4268,3251,2900,5000,0,105300,610802,120719,0.19764015180041977,101800.33333333333,20119.833333333332,6,1
280000,1,1,1,31,0,0,0,0,0,0,235461,196894,168463,149816,128721,130406,8900,8100,7200,5000,5000,4700,1009761,38900,0.03852396755271792,168293.5,6483.333333333333,0,0
260000,2,2,1,35,0,0,0,0,0,0,425349,435873,445129,452162,258010,221780,14347,15000,12406,9279,6078,0,2238303,57110,0.02551486550301724,373050.5,9518.333333333334,0,1
10000,2,1,2,56,1,2,2,2,0,0,12006,6367,9839,6998,3183,1151,1000,4000,0,0,0,0,39544,5000,0.1264414323285454,6590.666666666667,833.3333333333334,4,0
120000,2,2,2,29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,0
120000,2,1,1,31,-1,-1,-1,-1,-1,-1,1680,17749,4748,7002,202,345,17749,4748,7020,559,500,1660,31726,32236,1.016075143415495,5287.666666666667,5372.666666666667,0,0
10000,2,2,1,41,3,2,2,7,7,7,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0,14400,0,0.0,2400.0,0.0,6,1
20000,2,2,1,44,0,0,0,0,0,0,16231,14791,14453,15320,11796,9766,1600,1300,1156,387,354,438,82357,5235,0.06356472431001615,13726.166666666666,872.5,0,0
400000,2,1,1,38,-2,-2,-2,-2,-2,-2,123,123,123,0,349,0,123,123,0,349,0,0,718,595,0.8286908077994429,119.66666666666667,99.16666666666667,0,0
10000,1,2,1,35,0,0,0,0,0,0,9159,10004,9722,10044,9856,10285,1160,1139,1241,345,580,180,59070,4645,0.07863551718300321,9845.0,774.1666666666666,0,0
100000,2,2,1,39,-1,-1,-1,-1,0,0,200,200,200,2795,94722,96638,200,200,2795,92485,2519,2961,194755,101160,0.5194218376935124,32459.166666666668,16860.0,0,0
80000,1,3,2,27,0,0,0,0,0,0,47163,86021,44400,23954,24574,24772,1821,3600,1000,1000,1000,1000,250884,9421,0.03755121889000494,41814.0,1570.1666666666667,0,0
110000,2,2,2,28,0,0,0,-1,-1,-1,10048,8311,3404,407,1250,88628,2000,3000,410,1250,89035,3491,112048,99186,0.8852099100385549,18674.666666666668,16531.0,0,0
230000,2,3,1,45,-1,-1,-2,-1,0,-1,1633,8410,5722,10371,9998,1328,8435,5955,10371,0,1332,0,37462,26093,0.6965191393945865,6243.666666666667,4348.833333333333,0,0
280000,1,1,1,32,0,0,0,0,0,0,284556,265099,270705,278771,283434,259699,9500,10750,12500,11000,9600,9200,1642264,62550,0.03808766434629268,273710.6666666667,10425.0,0,0
50000,2,2,2,23,-1,-1,-1,-1,-1,-1,900,2757,4893,390,390,1670,3147,4893,390,390,1670,1890,11000,12380,1.1254545454545455,1833.3333333333333,2063.3333333333335,0,0
470000,1,3,1,47,0,0,0,0,0,0,163529,129341,106390,82181,79402,72121,4700,30002,20000,40000,35000,40000,632964,169702,0.2681068749565536,105494.0,28283.666666666668,0,0
50000,2,1,2,22,0,0,0,0,0,0,41940,41811,35920,19987,18971,18654,1748,1253,2504,1004,1509,4495,177283,12513,0.07058206370605191,29547.166666666668,2085.5,0,1
180000,2,2,2,48,1,-1,-1,-1,-1,-1,2551,3044,3044,5283,1660,6671,3044,3044,5283,1660,6671,493,22253,20195,0.9075180874488833,3708.8333333333335,3365.8333333333335,1,0
220000,2,2,2,30,1,2,0,0,0,0,5627,5391,6442,7458,8177,111816,0,1300,1281,1000,103860,4346,144911,111787,0.7714183188301785,24151.833333333332,18631.166666666668,2,1
50000,1,2,2,43,0,0,0,0,0,0,12661,13743,14777,12404,10777,16597,1600,1605,2000,500,6000,6000,80959,17705,0.21869094232883313,13493.166666666666,2950.8333333333335,0,1
20000,1,2,2,34,0,0,0,0,0,0,18351,17706,18831,18334,17280,15582,1304,1429,1608,346,312,318,106084,5317,0.050120659100335585,17680.666666666668,886.1666666666666,0,1
240000,1,1,1,47,-1,-1,-2,-2,-2,-2,207,99,0,0,0,0,99,0,0,0,0,0,306,99,0.3235294117647059,51.0,16.5,0,0
470000,1,1,2,27,0,0,0,0,0,0,213495,183680,153743,146971,127546,129998,10005,9001,8001,5001,5001,6145,955433,43154,0.04516695571536675,159238.83333333334,7192.333333333333,0,0
170000,2,2,2,29,-1,-1,-1,-1,-1,-1,1333,1359,886,1042,1577,1574,1359,886,1051,1577,1574,287,7771,6734,0.8665551409085059,1295.1666666666667,1122.3333333333333,0,0
50000,1,2,2,27,0,0,0,0,0,0,49321,47912,39421,40165,41198,43766,1700,2000,1700,1700,3400,1000,261783,11500,0.04392951413957362,43630.5,1916.6666666666667,0,0
70000,1,1,1,46,0,0,0,0,0,0,60040,55274,51766,51757,50013,49946,2600,1800,2000,3140,2000,1800,318796,13340,0.04184494159274269,53132.666666666664,2223.3333333333335,0,0
10000,1,2,2,28,0,0,2,0,0,0,5236,7202,7434,7660,7822,8191,2200,500,500,285,500,500,43545,4485,0.10299689975887014,7257.5,747.5,1,0
250000,2,1,2,43,0,0,0,0,0,0,93163,96024,90901,69927,71403,69948,4409,3023,2600,2700,2801,2500,491366,18033,0.03669973095411567,81894.33333333333,3005.5,0,0
60000,1,1,2,22,0,0,2,0,0,0,57392,60254,58971,29137,29900,30069,4400,304,1100,1216,1300,589,265723,8909,0.03352739506930149,44287.166666666664,1484.8333333333333,1,0
230000,2,1,2,23,0,0,0,0,0,0,34975,35950,18661,12157,13104,13314,2000,1241,1157,1104,814,715,128161,7031,0.054860683047104813,21360.166666666668,1171.8333333333333,0,0
330000,1,3,1,57,-2,-2,-2,-2,-2,-2,3524,262,248,784,220,256,300,250,800,300,300,200,5294,2150,0.40612013600302227,882.3333333333334,358.3333333333333,0,0
340000,1,2,1,55,-2,-1,-1,-2,-2,-2,50396,44665,8300,2190,24599,7416,44665,8321,2190,24599,7416,77195,137566,164386,1.1949609641917334,22927.666666666668,27397.666666666668,0,0
330000,2,2,2,41,0,0,0,0,0,0,76279,79179,82293,86458,91512,100433,4179,5000,6458,6512,10433,5442,516154,38024,0.07366793631358083,86025.66666666667,6337.333333333333,0,0
50000,2,1,3,48,0,0,-1,-1,-2,-2,83400,80000,4990,3596,1386,4775,1600,4990,13616,1310,4789,1345,178147,27650,0.15520890051474345,29691.166666666668,4608.333333333333,0,0
270000,2,1,1,41,-1,-1,-1,-1,-1,-1,1278,-4,3564,1280,1898,0,0,3568,1280,1898,0,2605,8016,9351,1.1665419161676647,1336.0,1558.5,0,0
340000,2,2,1,29,0,0,0,-1,0,-1,36533,33689,8108,19291,35882,18924,3000,3000,21000,20000,18924,22534,152427,88458,0.5803302564506289,25404.5,14743.0,0,0
190000,2,5,1,40,0,0,0,0,0,0,58783,59881,136994,118268,110476,111802,3100,80000,5000,4000,4100,5000,596204,101200,0.16974055860074738,99367.33333333333,16866.666666666668,0,0
360000,1,3,1,53,0,0,0,0,0,0,8669,8254,8988,6868,5604,6158,1303,1513,706,700,600,2000,44541,6822,0.1531622550010103,7423.5,1137.0,0,0
200000,2,1,1,35,-1,-1,2,-1,-1,-1,316,734,418,424,424,424,734,0,424,424,424,608,2740,2614,0.954014598540146,456.6666666666667,435.6666666666667,1,0
50000,1,2,2,39,3,2,0,0,0,0,51998,50821,46892,33936,9225,9264,0,2343,1548,476,336,348,202136,5051,0.024988126805714963,33689.333333333336,841.8333333333334,2,0
340000,2,1,2,30,-1,-1,-1,-1,-1,-1,2943,3352,3738,1794,1339,10673,3375,3759,1803,1345,10726,869,23839,21877,0.917697890012165,3973.1666666666665,3646.1666666666665,0,0
220000,1,2,2,30,-2,-2,-2,-2,-2,-2,15872,19053,19303,19867,12826,19847,20066,20063,20057,12863,20061,13191,106768,106301,0.9956260302712423,17794.666666666668,17716.833333333332,0,0
160000,2,2,2,26,0,0,0,0,-1,-1,8218,4450,3291,1623,905,0,1216,1000,32,905,0,0,18487,3153,0.17055227998052686,3081.1666666666665,525.5,0,0
130000,1,2,1,48,-2,-2,-2,-2,-2,-2,1115,1897,1020,3640,948,9071,1902,1023,3650,950,9093,4,17691,16622,0.9395737945848172,2948.5,2770.3333333333335,0,0
60000,2,1,2,28,1,2,2,-2,-2,-1,21501,20650,0,0,0,2285,0,0,0,0,2285,0,44436,2285,0.05142227023134396,7406.0,380.8333333333333,3,0
130000,2,2,1,35,0,0,0,0,0,0,105976,108127,110356,111070,113441,115649,5400,5460,4033,4220,4199,4427,664619,27739,0.04173669425640856,110769.83333333333,4623.166666666667,0,0
20000,2,2,2,31,0,0,0,0,0,0,16569,22372,25285,24669,20899,11968,11000,5000,0,418,5000,3816,121762,25234,0.2072403541334735,20293.666666666668,4205.666666666667,0,0
240000,1,3,1,45,0,0,0,0,0,0,135367,135091,133047,132264,130372,133170,6300,4800,4737,4667,4900,4849,799311,30253,0.03784884731975414,133218.5,5042.166666666667,0,0
60000,2,2,1,31,2,2,-1,0,0,0,63201,56600,54952,32094,31232,30384,1132,60994,1436,1047,1056,1053,268463,66718,0.2485184178080406,44743.833333333336,11119.666666666666,2,1
140000,1,1,1,54,0,0,0,0,0,0,139406,140295,134000,74388,92555,86993,5545,4200,3105,86417,3936,48390,667637,151593,0.22705901560279013,111272.83333333333,25265.5,0,1
30000,2,3,1,43,2,0,0,0,0,0,30346,29885,20453,16076,15844,15785,1702,1531,1544,702,724,557,128389,6760,0.05265248580485867,21398.166666666668,1126.6666666666667,1,1
250000,2,2,2,36,0,-1,-1,0,0,0,6220,27217,6149,26202,6906,3855,27225,6159,25846,0,3855,3876,76549,66961,0.8747468941462331,12758.166666666666,11160.166666666666,0,1
50000,2,2,2,22,0,0,0,0,0,0,51417,48260,43889,35324,24146,22914,2054,1981,1344,810,828,824,225950,7841,0.034702367780482406,37658.333333333336,1306.8333333333333,0,0
50000,1,2,2,26,0,0,0,0,0,0,44781,46033,47289,47462,18204,18322,2000,2000,2000,2000,3314,1000,222091,12314,0.05544574070988919,37015.166666666664,2052.3333333333335,0,0
120000,1,1,2,28,0,0,0,0,0,0,59688,57627,58417,49050,49722,48898,3000,3000,2000,2000,2000,3000,323402,15000,0.046381902400108845,53900.333333333336,2500.0,0,0
380000,1,2,1,35,0,0,0,0,0,0,27268,75331,72950,70022,70861,70897,50042,3017,3000,3016,3000,4010,387329,66085,0.17061722721510653,64554.833333333336,11014.166666666666,0,0
70000,1,2,1,31,1,2,2,2,2,2,32945,32133,35089,34225,36663,35921,0,3500,0,3000,0,3000,206976,9500,0.04589904143475572,34496.0,1583.3333333333333,6,0
220000,2,1,2,33,-1,2,2,0,0,0,1379,1205,825,1783,1205,1205,705,325,1283,507,705,705,7602,4230,0.5564325177584846,1267.0,705.0,2,0
200000,2,2,2,27,0,0,0,0,0,0,125854,127843,131352,130884,132142,118084,4775,6579,4734,4368,4183,4227,766159,28866,0.03767625257942542,127693.16666666667,4811.0,0,0
360000,2,3,1,31,-1,-1,-1,-1,-1,-1,28835,14596,10705,3400,6410,5479,14596,10705,3400,6410,5479,4120,69425,44710,0.6440043212099388,11570.833333333334,7451.666666666667,0,0
50000,2,3,1,22,0,0,0,0,-1,0,22854,31329,23927,0,83,20083,9000,1507,0,83,20000,600,98276,31190,0.31737148439089913,16379.333333333334,5198.333333333333,0,0
100000,2,1,2,38,2,2,2,2,2,2,37566,37160,39750,40298,40835,41529,500,3500,1500,1500,1500,2000,237138,10500,0.044278015332844166,39523.0,1750.0,6,1
80000,2,2,2,22,-1,-1,-1,-1,-1,-1,1812,390,388,1187,263,1913,390,388,1191,263,2259,1815,5953,6306,1.0592978330253653,992.1666666666666,1051.0,0,0
20000,2,3,2,31,1,-1,3,2,2,-2,-363,204,204,204,-14,-2400,567,0,0,0,20,3800,-2165,4387,-2.0263279445727482,-360.8333333333333,731.1666666666666,4,0
120000,2,1,2,34,-1,-1,-2,-1,2,0,17067,0,0,7304,7154,9055,0,0,7304,0,5000,1857,40580,14161,0.34896500739280434,6763.333333333333,2360.1666666666665,1,0
170000,2,1,1,36,0,0,0,0,0,0,46113,48241,50255,51410,52429,53554,3182,3000,1990,2000,2000,3000,302002,15172,0.050238077893523886,50333.666666666664,2528.6666666666665,0,0
140000,1,2,1,52,1,2,0,0,2,0,31511,30705,31809,34374,33522,34481,0,1600,3100,0,1500,1500,196402,7700,0.0392053034083156,32733.666666666668,1283.3333333333333,3,1
310000,2,2,1,28,0,0,0,0,0,0,106540,110211,208505,150380,38551,42901,5000,100000,7000,10000,5000,5000,657088,132000,0.2008863348592578,109514.66666666667,22000.0,0,0
160000,2,1,2,23,0,0,0,0,0,-1,77947,78960,79594,49777,327,222,4000,3000,1000,0,222,2682,286827,10904,0.03801594689481813,47804.5,1817.3333333333333,0,1
100000,2,1,2,38,2,2,2,2,2,2,37160,39750,40298,40835,41529,42697,3500,1500,1500,1500,2000,1500,242269,11500,0.04746789725470448,40378.166666666664,1916.6666666666667,6,1
50000,2,1,2,50,0,0,0,0,0,0,51016,49000,20356,20241,20304,20119,2098,1303,698,719,716,833,181036,6367,0.035169800481672155,30172.666666666668,1061.1666666666667,0,0
70000,2,1,2,24,-1,0,0,0,0,0,28059,17712,18642,20011,19147,19056,2000,3000,3000,2000,2000,3668,122627,15668,0.1277695776623419,20437.833333333332,2611.3333333333335,0,0
120000,1,2,1,41,1,2,2,2,2,2,39606,40679,39730,42148,44509,45643,2000,0,3400,3200,2000,2000,252315,12600,0.049937578027465665,42052.5,2100.0,6,0
50000,2,1,2,23,0,0,0,2,0,0,48771,50062,51016,48133,47822,48126,2106,4206,391,1700,1806,1700,293930,11909,0.040516449494777666,48988.333333333336,1984.8333333333333,1,0
100000,2,1,2,32,1,-1,-1,0,-1,-1,0,325,650,325,647,7706,650,650,0,647,7706,1679,9653,11332,1.173935564073345,1608.8333333333333,1888.6666666666667,1,1
50000,2,2,1,38,0,0,0,0,-2,-2,6350,3239,4166,0,0,0,1100,1000,0,0,0,0,13755,2100,0.15267175572519084,2292.5,350.0,0,1
70000,2,2,2,42,2,2,2,2,2,2,44689,45669,46621,45573,48678,47744,2000,2000,0,4000,0,2000,278974,10000,0.035845634360191274,46495.666666666664,1666.6666666666667,6,1
200000,2,2,2,30,-2,-1,-1,-2,-2,-2,389,5889,389,389,389,389,5890,390,390,390,390,1168,7834,8618,1.1000765892264488,1305.6666666666667,1436.3333333333333,0,0
130000,1,2,2,38,0,-1,0,0,0,0,9439,62132,48108,40918,35111,24846,63053,1478,1119,1016,1026,1049,220554,68741,0.3116742385084832,36759.0,11456.833333333334,0,0
50000,1,2,2,49,5,4,3,2,0,0,52321,51210,50125,48640,17450,60,0,0,0,2000,1003,1076,219806,4079,0.018557273231849903,36634.333333333336,679.8333333333334,4,0
90000,2,2,2,23,-1,-1,-1,-1,0,0,13808,4300,2748,1048,450,450,4335,4448,6980,0,0,711,22804,16474,0.7224171198035433,3800.6666666666665,2745.6666666666665,0,0
150000,1,1,1,32,0,0,-2,-1,-1,-2,15000,0,0,1662,0,0,0,0,1662,0,0,0,16662,1662,0.09974792942023766,2777.0,277.0,0,0
80000,2,1,2,29,0,0,0,0,0,0,33947,37339,36601,40589,42675,44567,4000,2500,5000,3000,2500,10000,235718,27000,0.11454364961521818,39286.333333333336,4500.0,0,0
50000,2,2,2,23,2,0,0,0,0,0,33999,34997,36030,36740,37469,38254,1867,1900,1610,1339,1387,1395,217489,9498,0.04367117417432606,36248.166666666664,1583.0,1,1
130000,2,2,1,51,-1,-1,-2,-2,-1,-1,99,0,0,0,2353,0,0,0,0,2353,0,0,2452,2353,0.9596247960848288,408.6666666666667,392.1666666666667,0,0
50000,2,1,1,38,0,0,0,2,0,0,10379,11200,14568,14008,14827,19297,1000,3560,0,1000,4656,712,84279,10928,0.1296645664993652,14046.5,1821.3333333333333,1,1
140000,2,1,2,28,1,-2,-2,-2,-1,-1,0,0,0,0,50000,0,0,0,0,50000,0,0,50000,50000,1.0,8333.333333333334,8333.333333333334,1,0
340000,2,3,1,44,3,3,2,0,0,0,160596,155508,149627,150733,140171,134203,6,8,5117,5008,5021,6026,890838,21186,0.023782101796286193,148473.0,3531.0,3,1
110000,1,2,1,30,0,0,3,2,2,2,57503,66128,64477,65413,66520,68270,9600,0,2600,2300,3000,5200,388311,22700,0.05845829760166465,64718.5,3783.3333333333335,4,1
500000,2,2,2,23,4,3,2,0,0,0,507726,509229,499936,505507,484612,419643,10000,0,14000,16500,16000,19000,2926653,75500,0.025797386980964263,487775.5,12583.333333333334,3,1
100000,1,1,2,36,0,0,0,-1,-1,2,15585,12430,8186,1127,10880,10143,5000,5000,1127,10143,0,7000,58351,28270,0.4844818426419427,9725.166666666666,4711.666666666667,1,0
190000,1,3,1,50,0,0,0,2,0,0,106410,108770,115325,112063,114484,121179,5491,9800,0,4300,8700,4500,678231,32791,0.04834783429244609,113038.5,5465.166666666667,1,0
150000,1,3,1,44,0,-1,-1,0,0,0,80015,19386,39008,19483,32901,8790,19418,40010,19,20000,0,13669,199583,93116,0.466552762509833,33263.833333333336,15519.333333333334,0,0
300000,2,2,2,27,-1,-1,-1,0,0,-1,12752,9314,26887,23981,19378,12759,9314,27187,13981,9378,12759,16980,105071,89599,0.8527471899953365,17511.833333333332,14933.166666666666,0,0
60000,2,2,2,24,2,2,2,0,0,2,60270,65005,63309,62369,64603,66584,5706,0,2250,5000,4800,0,382140,17756,0.046464646464646465,63690.0,2959.3333333333335,4,1
30000,2,2,1,26,-1,-1,-1,-1,-1,-1,3761,7215,2730,1770,0,11242,7231,2732,1770,0,11242,2000,26718,24975,0.9347630810689422,4453.0,4162.5,0,0
